sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Dist. to Social Welfare;Agent 1;Agent 2;Agent 3;Utility 1;Utility 2;Utility 3;Profile 1;Profile 2;Profile 3
54,002;25317;;60s;Yes;No;3;0,29693;1,00000;0,00000;0,67808;1,89378;Group4@1712420945;RandomCounterOfferNegotiationParty@1758894819;RandomCounterOfferNegotiationParty@1827214113;1.0;0.2969260373579895;0.5968500104495003;party1_utility.xml;party2_utility.xml;party3_utility.xml
54,001;25389;;60s;Yes;No;3;0,29693;1,00000;0,00000;0,67808;1,89378;Group4@400517253;RandomCounterOfferNegotiationParty@421037070;RandomCounterOfferNegotiationParty@489096181;1.0;0.2969260373579895;0.5968500104495003;party1_utility.xml;party2_utility.xml;party3_utility.xml
54,001;25338;;60s;Yes;No;3;0,58562;1,00000;0,00000;0,19642;2,24396;RandomCounterOfferNegotiationParty@1719140417;Group4@1757405950;RandomCounterOfferNegotiationParty@1820355377;0.6583333333333333;1.0;0.5856226065195247;party1_utility.xml;party2_utility.xml;party3_utility.xml
54,005;15034;;60s;Yes;No;3;0,43241;1,00000;0,00000;0,64373;1,91991;RandomCounterOfferNegotiationParty@2106559621;RandomCounterOfferNegotiationParty@1934126404;Group4@2004346869;0.48749999999999993;0.43241457513409964;0.9999999999999999;party1_utility.xml;party2_utility.xml;party3_utility.xml
54,003;16313;;60s;Yes;No;3;0,43241;1,00000;0,00000;0,64373;1,91991;RandomCounterOfferNegotiationParty@2131832370;RandomCounterOfferNegotiationParty@1909903264;Group4@1978221890;0.48749999999999993;0.43241457513409964;0.9999999999999999;party1_utility.xml;party2_utility.xml;party3_utility.xml
54,001;33428;;60s;Yes;No;3;0,58562;1,00000;0,00000;0,19642;2,24396;RandomCounterOfferNegotiationParty@1038812795;Group4@858587062;RandomCounterOfferNegotiationParty@924019979;0.6583333333333333;1.0;0.5856226065195247;party1_utility.xml;party2_utility.xml;party3_utility.xml
54,001;28217;;60s;Yes;No;3;0,29693;1,00000;0,00000;0,67808;1,89378;Group4@1562966550;RandomCounterOfferNegotiationParty@1408180163;RandomCounterOfferNegotiationParty@1473286502;1.0;0.2969260373579895;0.5968500104495003;party1_utility.xml;party2_utility.xml;party3_utility.xml
54,001;28417;;60s;Yes;No;3;0,29693;1,00000;0,00000;0,67808;1,89378;Group4@1862285741;RandomCounterOfferNegotiationParty@1640483389;RandomCounterOfferNegotiationParty@1710772957;1.0;0.2969260373579895;0.5968500104495003;party1_utility.xml;party2_utility.xml;party3_utility.xml
54,002;32440;;60s;Yes;No;3;0,58562;1,00000;0,00000;0,19642;2,24396;RandomCounterOfferNegotiationParty@1236594287;Group4@1198721321;RandomCounterOfferNegotiationParty@1129088287;0.6583333333333333;1.0;0.5856226065195247;party1_utility.xml;party2_utility.xml;party3_utility.xml
54,001;13099;;60s;Yes;No;3;0,43241;1,00000;0,00000;0,64373;1,91991;RandomCounterOfferNegotiationParty@1890139277;RandomCounterOfferNegotiationParty@2121190632;Group4@2052151293;0.48749999999999993;0.43241457513409964;0.9999999999999999;party1_utility.xml;party2_utility.xml;party3_utility.xml
