sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Dist. to Social Welfare;Agent 1;Agent 2;Agent 3;Utility 1;Utility 2;Utility 3;Profile 1;Profile 2;Profile 3
60,000;39605;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;AresParty@855111852;Mercury@1347817393;Group4@258927286;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;40443;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;AresParty@1468395745;Group4@1497502817;Mercury@1568512913;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;39039;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Group4@857740087;AresParty@1038609187;Mercury@970487879;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;39388;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Group4@839884605;Mercury@1019770636;AresParty@955774029;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;38555;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Mercury@1047673405;Group4@817218435;AresParty@881480013;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;38171;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Mercury@1267563481;AresParty@1162517720;Group4@1098191017;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;37227;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;AresParty@301920998;Mercury@523837097;Group4@453417366;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;37104;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;AresParty@664353485;Group4@694075470;Mercury@761352637;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;39239;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Group4@1172018794;AresParty@1260150945;Mercury@1327758618;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;33074;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Group4@2042639782;Mercury@1996997870;AresParty@1933074134;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;38811;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Mercury@1939416332;Group4@2103366927;AresParty@2036420220;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;26710;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Mercury@866413087;AresParty@1029935643;Group4@962330991;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;30639;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;AresParty@834514264;Mercury@1064977695;Group4@994428456;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;22747;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;AresParty@423461664;Group4@402292343;Mercury@331737168;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;38709;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Group4@1279537629;AresParty@1115936293;Mercury@1186749101;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;38805;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Group4@543635812;Mercury@1633301343;AresParty@1349613347;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;29139;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Mercury@1617788045;Group4@1856675568;AresParty@1788155901;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;36774;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Mercury@1906700168;AresParty@2137133004;Group4@2069726456;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;36689;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;AresParty@1639165214;Mercury@1869893464;Group4@1800128110;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;33974;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;AresParty@1632434241;Group4@1871387160;Mercury@1806996273;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;36944;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Group4@75481839;AresParty@179846160;Mercury@243771807;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;36440;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Group4@1636526577;Mercury@1867291568;AresParty@1802699393;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
